BARCODE,PRODUCT SKU,PRODUCT NAME,COLOR,SIZE,SKU FAMILY,NICK NAME,SKU PICKLIST,PRODUCT FULL NAME,PRODUCT SHORT NAME,"NAME, COLOR, SIZE","NAME, COLOR","NAME, SIZE",SKU LEN,LOCATION,CATEGORY
6283,KRT 2.06.00-L/XL,Kartika Kebaya,Mauve Purple,L/XL,KRT,Kartika,KRT 2.06.00L/XL,Kartika Kebaya Mauve Purple - SIZE: L/XL,Kartika Kebaya Mauve Purple - SIZE: L/XL,Kartika / Mauve Purple - L/XL,Kartika / Mauve Purple,Kartika - L/XL,15,,
6284,KRT 2.09.00-S/M,Kartika Kebaya,Sandy Brown,S/M,KRT,Kartika,KRT 2.09.00S/M,Kartika Kebaya Sandy Brown - SIZE: S/M,Kartika Kebaya Sandy Brown - SIZE: S/M,Kartika / Sandy Brown - S/M,Kartika / Sandy Brown,Kartika - S/M,14,,
6285,KRT 2.09.00-L/XL,Kartika Kebaya,Sandy Brown,L/XL,KRT,Kartika,KRT 2.09.00L/XL,Kartika Kebaya Sandy Brown - SIZE: L/XL,Kartika Kebaya Sandy Brown - SIZE: L/XL,Kartika / Sandy Brown - L/XL,Kartika / Sandy Brown,Kartika - L/XL,15,,
6286,SKT 2.01.00-S/M,Kartika Kebaya Songket,Black,S/M,SKT,Kartika,SKT 2.01.00S/M,Kartika Kebaya Songket Black - SIZE: S/M,Kartika Kebaya Songket Black - SIZE: S/M,Kartika / Black - S/M,Kartika / Black,Kartika - S/M,14,,
6287,SKT 2.01.00-L/XL,Kartika Kebaya Songket,Black,L/XL,SKT,Kartika,SKT 2.01.00L/XL,Kartika Kebaya Songket Black - SIZE: L/XL,Kartika Kebaya Songket Black - SIZE: L/XL,Kartika / Black - L/XL,Kartika / Black,Kartika - L/XL,15,,
6288,SKT 2.07.00-S/M,Kartika Kebaya Songket,Dusty Pink,S/M,SKT,Kartika,SKT 2.07.00S/M,Kartika Kebaya Songket Dusty Pink - SIZE: S/M,Kartika Kebaya Songket Dusty Pink - SIZE: S/M,Kartika / Dusty Pink - S/M,Kartika / Dusty Pink,Kartika - S/M,14,,
6289,SKT 2.07.00-L/XL,Kartika Kebaya Songket,Dusty Pink,L/XL,SKT,Kartika,SKT 2.07.00L/XL,Kartika Kebaya Songket Dusty Pink - SIZE: L/XL,Kartika Kebaya Songket Dusty Pink - SIZE: L/XL,Kartika / Dusty Pink - L/XL,Kartika / Dusty Pink,Kartika - L/XL,15,,
6290,SKT 2.08.00-S/M,Kartika Kebaya Songket,Mustard,S/M,SKT,Kartika,SKT 2.08.00S/M,Kartika Kebaya Songket Mustard - SIZE: S/M,Kartika Kebaya Songket Mustard - SIZE: S/M,Kartika / Mustard - S/M,Kartika / Mustard,Kartika - S/M,14,,
6291,SKT 2.08.00-L/XL,Kartika Kebaya Songket,Mustard,L/XL,SKT,Kartika,SKT 2.08.00L/XL,Kartika Kebaya Songket Mustard - SIZE: L/XL,Kartika Kebaya Songket Mustard - SIZE: L/XL,Kartika / Mustard - L/XL,Kartika / Mustard,Kartika - L/XL,15,,
6292,SKT 2.11.00-S/M,Kartika Kebaya Songket,Peach,S/M,SKT,Kartika,SKT 2.11.00S/M,Kartika Kebaya Songket Peach - SIZE: S/M,Kartika Kebaya Songket Peach - SIZE: S/M,Kartika / Peach - S/M,Kartika / Peach,Kartika - S/M,14,,
6293,SKT 2.11.00-L/XL,Kartika Kebaya Songket,Peach,L/XL,SKT,Kartika,SKT 2.11.00L/XL,Kartika Kebaya Songket Peach - SIZE: L/XL,Kartika Kebaya Songket Peach - SIZE: L/XL,Kartika / Peach - L/XL,Kartika / Peach,Kartika - L/XL,15,,
6294,KRN 1.03.00-FS,Kirana Kurung,Brick Red,FREE SIZE,KRN,Kirana,KRN 1.03.00FS,Kirana Kurung Brick Red - SIZE: FREE SIZE,Kirana Kurung Brick Red - SIZE: FREE SIZE,Kirana / Brick Red - FREE SIZE,Kirana / Brick Red,Kirana - FREE SIZE,13,,
6295,KRN 1.05.00-FS,Kirana Kurung,Dusty Green,FREE SIZE,KRN,Kirana,KRN 1.05.00FS,Kirana Kurung Dusty Green - SIZE: FREE SIZE,Kirana Kurung Dusty Green - SIZE: FREE SIZE,Kirana / Dusty Green - FREE SIZE,Kirana / Dusty Green,Kirana - FREE SIZE,13,,
6296,KRN 1.07.00-FS,Kirana Kurung,Dusty Pink,FREE SIZE,KRN,Kirana,KRN 1.07.00FS,Kirana Kurung Dusty Pink - SIZE: FREE SIZE,Kirana Kurung Dusty Pink - SIZE: FREE SIZE,Kirana / Dusty Pink - FREE SIZE,Kirana / Dusty Pink,Kirana - FREE SIZE,13,,
6297,KRN 1.08.00-FS,Kirana Kurung,Mustard,FREE SIZE,KRN,Kirana,KRN 1.08.00FS,Kirana Kurung Mustard - SIZE: FREE SIZE,Kirana Kurung Mustard - SIZE: FREE SIZE,Kirana / Mustard - FREE SIZE,Kirana / Mustard,Kirana - FREE SIZE,13,,
6298,KRN 1.09.00-FS,Kirana Kurung,Sandy Brown,FREE SIZE,KRN,Kirana,KRN 1.09.00FS,Kirana Kurung Sandy Brown - SIZE: FREE SIZE,Kirana Kurung Sandy Brown - SIZE: FREE SIZE,Kirana / Sandy Brown - FREE SIZE,Kirana / Sandy Brown,Kirana - FREE SIZE,13,,
6299,KRN 1.09.01-FS,Kirana Kurung,Toffee Brown,FREE SIZE,KRN,Kirana,KRN 1.09.01FS,Kirana Kurung Toffee Brown - SIZE: FREE SIZE,Kirana Kurung Toffee Brown - SIZE: FREE SIZE,Kirana / Toffee Brown - FREE SIZE,Kirana / Toffee Brown,Kirana - FREE SIZE,13,,
6300,SKK 2.05.00-XS,Kuntum Kebaya Songket,Green,XS,SKK,Kuntum,SKK 2.05.00XS,Kuntum Kebaya Songket Green - SIZE: XS,Kuntum Kebaya Songket Green - SIZE: XS,Kuntum / Green - XS,Kuntum / Green,Kuntum - XS,13,,
6301,SKK 2.05.00-S,Kuntum Kebaya Songket,Green,S,SKK,Kuntum,SKK 2.05.00S,Kuntum Kebaya Songket Green - SIZE: S,Kuntum Kebaya Songket Green - SIZE: S,Kuntum / Green - S,Kuntum / Green,Kuntum - S,12,,
6302,SKK 2.05.00-M,Kuntum Kebaya Songket,Green,M,SKK,Kuntum,SKK 2.05.00M,Kuntum Kebaya Songket Green - SIZE: M,Kuntum Kebaya Songket Green - SIZE: M,Kuntum / Green - M,Kuntum / Green,Kuntum - M,12,,
6303,SKK 2.05.00-L,Kuntum Kebaya Songket,Green,L,SKK,Kuntum,SKK 2.05.00L,Kuntum Kebaya Songket Green - SIZE: L,Kuntum Kebaya Songket Green - SIZE: L,Kuntum / Green - L,Kuntum / Green,Kuntum - L,12,,
6304,SKK 2.05.00-XL,Kuntum Kebaya Songket,Green,XL,SKK,Kuntum,SKK 2.05.00XL,Kuntum Kebaya Songket Green - SIZE: XL,Kuntum Kebaya Songket Green - SIZE: XL,Kuntum / Green - XL,Kuntum / Green,Kuntum - XL,13,,
6305,SKK 2.05.00-XXL,Kuntum Kebaya Songket,Green,XXL,SKK,Kuntum,SKK 2.05.00XXL,Kuntum Kebaya Songket Green - SIZE: XXL,Kuntum Kebaya Songket Green - SIZE: XXL,Kuntum / Green - XXL,Kuntum / Green,Kuntum - XXL,14,,
6306,SKK 2.07.00-XS,Kuntum Kebaya Songket,Dusty Pink,XS,SKK,Kuntum,SKK 2.07.00XS,Kuntum Kebaya Songket Dusty Pink - SIZE: XS,Kuntum Kebaya Songket Dusty Pink - SIZE: XS,Kuntum / Dusty Pink - XS,Kuntum / Dusty Pink,Kuntum - XS,13,,
6307,SKK 2.07.00-S,Kuntum Kebaya Songket,Dusty Pink,S,SKK,Kuntum,SKK 2.07.00S,Kuntum Kebaya Songket Dusty Pink - SIZE: S,Kuntum Kebaya Songket Dusty Pink - SIZE: S,Kuntum / Dusty Pink - S,Kuntum / Dusty Pink,Kuntum - S,12,,
6308,SKK 2.07.00-M,Kuntum Kebaya Songket,Dusty Pink,M,SKK,Kuntum,SKK 2.07.00M,Kuntum Kebaya Songket Dusty Pink - SIZE: M,Kuntum Kebaya Songket Dusty Pink - SIZE: M,Kuntum / Dusty Pink - M,Kuntum / Dusty Pink,Kuntum - M,12,,
6309,SKK 2.07.00-L,Kuntum Kebaya Songket,Dusty Pink,L,SKK,Kuntum,SKK 2.07.00L,Kuntum Kebaya Songket Dusty Pink - SIZE: L,Kuntum Kebaya Songket Dusty Pink - SIZE: L,Kuntum / Dusty Pink - L,Kuntum / Dusty Pink,Kuntum - L,12,,
6310,SKK 2.07.00-XL,Kuntum Kebaya Songket,Dusty Pink,XL,SKK,Kuntum,SKK 2.07.00XL,Kuntum Kebaya Songket Dusty Pink - SIZE: XL,Kuntum Kebaya Songket Dusty Pink - SIZE: XL,Kuntum / Dusty Pink - XL,Kuntum / Dusty Pink,Kuntum - XL,13,,
6311,SKK 2.07.00-XXL,Kuntum Kebaya Songket,Dusty Pink,XXL,SKK,Kuntum,SKK 2.07.00XXL,Kuntum Kebaya Songket Dusty Pink - SIZE: XXL,Kuntum Kebaya Songket Dusty Pink - SIZE: XXL,Kuntum / Dusty Pink - XXL,Kuntum / Dusty Pink,Kuntum - XXL,14,,
6312,SKK 2.10.00-XS,Kuntum Kebaya Songket,Silver,XS,SKK,Kuntum,SKK 2.10.00XS,Kuntum Kebaya Songket Silver - SIZE: XS,Kuntum Kebaya Songket Silver - SIZE: XS,Kuntum / Silver - XS,Kuntum / Silver,Kuntum - XS,13,,
6313,SKK 2.10.00-S,Kuntum Kebaya Songket,Silver,S,SKK,Kuntum,SKK 2.10.00S,Kuntum Kebaya Songket Silver - SIZE: S,Kuntum Kebaya Songket Silver - SIZE: S,Kuntum / Silver - S,Kuntum / Silver,Kuntum - S,12,,
6314,SKK 2.10.00-M,Kuntum Kebaya Songket,Silver,M,SKK,Kuntum,SKK 2.10.00M,Kuntum Kebaya Songket Silver - SIZE: M,Kuntum Kebaya Songket Silver - SIZE: M,Kuntum / Silver - M,Kuntum / Silver,Kuntum - M,12,,
6315,SKK 2.10.00-L,Kuntum Kebaya Songket,Silver,L,SKK,Kuntum,SKK 2.10.00L,Kuntum Kebaya Songket Silver - SIZE: L,Kuntum Kebaya Songket Silver - SIZE: L,Kuntum / Silver - L,Kuntum / Silver,Kuntum - L,12,,
6316,SKK 2.10.00-XL,Kuntum Kebaya Songket,Silver,XL,SKK,Kuntum,SKK 2.10.00XL,Kuntum Kebaya Songket Silver - SIZE: XL,Kuntum Kebaya Songket Silver - SIZE: XL,Kuntum / Silver - XL,Kuntum / Silver,Kuntum - XL,13,,
6317,SKK 2.10.00-XXL,Kuntum Kebaya Songket,Silver,XXL,SKK,Kuntum,SKK 2.10.00XXL,Kuntum Kebaya Songket Silver - SIZE: XXL,Kuntum Kebaya Songket Silver - SIZE: XXL,Kuntum / Silver - XXL,Kuntum / Silver,Kuntum - XXL,14,,
6318,SKK 2.11.00-XS,Kuntum Kebaya Songket,Orange,XS,SKK,Kuntum,SKK 2.11.00XS,Kuntum Kebaya Songket Orange - SIZE: XS,Kuntum Kebaya Songket Orange - SIZE: XS,Kuntum / Orange - XS,Kuntum / Orange,Kuntum - XS,13,,
6319,SKK 2.11.00-S,Kuntum Kebaya Songket,Orange,S,SKK,Kuntum,SKK 2.11.00S,Kuntum Kebaya Songket Orange - SIZE: S,Kuntum Kebaya Songket Orange - SIZE: S,Kuntum / Orange - S,Kuntum / Orange,Kuntum - S,12,,
6320,SKK 2.11.00-M,Kuntum Kebaya Songket,Orange,M,SKK,Kuntum,SKK 2.11.00M,Kuntum Kebaya Songket Orange - SIZE: M,Kuntum Kebaya Songket Orange - SIZE: M,Kuntum / Orange - M,Kuntum / Orange,Kuntum - M,12,,
6321,SKK 2.11.00-L,Kuntum Kebaya Songket,Orange,L,SKK,Kuntum,SKK 2.11.00L,Kuntum Kebaya Songket Orange - SIZE: L,Kuntum Kebaya Songket Orange - SIZE: L,Kuntum / Orange - L,Kuntum / Orange,Kuntum - L,12,,
6322,SKK 2.11.00-XL,Kuntum Kebaya Songket,Orange,XL,SKK,Kuntum,SKK 2.11.00XL,Kuntum Kebaya Songket Orange - SIZE: XL,Kuntum Kebaya Songket Orange - SIZE: XL,Kuntum / Orange - XL,Kuntum / Orange,Kuntum - XL,13,,
6323,SKK 2.11.00-XXL,Kuntum Kebaya Songket,Orange,XXL,SKK,Kuntum,SKK 2.11.00XXL,Kuntum Kebaya Songket Orange - SIZE: XXL,Kuntum Kebaya Songket Orange - SIZE: XXL,Kuntum / Orange - XXL,Kuntum / Orange,Kuntum - XXL,14,,
6324,KTP 2.02.00-XS,Kuntum Kebaya,Cream,XS,KTP,Kuntum,KTP 2.02.00XS,Kuntum Kebaya Cream - SIZE: XS,Kuntum Kebaya Cream - SIZE: XS,Kuntum / Cream - XS,Kuntum / Cream,Kuntum - XS,13,,
6325,KTP 2.02.00-S,Kuntum Kebaya,Cream,S,KTP,Kuntum,KTP 2.02.00S,Kuntum Kebaya Cream - SIZE: S,Kuntum Kebaya Cream - SIZE: S,Kuntum / Cream - S,Kuntum / Cream,Kuntum - S,12,,
6326,KTP 2.02.00-M,Kuntum Kebaya,Cream,M,KTP,Kuntum,KTP 2.02.00M,Kuntum Kebaya Cream - SIZE: M,Kuntum Kebaya Cream - SIZE: M,Kuntum / Cream - M,Kuntum / Cream,Kuntum - M,12,,
6327,KTP 2.02.00-L,Kuntum Kebaya,Cream,L,KTP,Kuntum,KTP 2.02.00L,Kuntum Kebaya Cream - SIZE: L,Kuntum Kebaya Cream - SIZE: L,Kuntum / Cream - L,Kuntum / Cream,Kuntum - L,12,,
6328,KTP 2.02.00-XL,Kuntum Kebaya,Cream,XL,KTP,Kuntum,KTP 2.02.00XL,Kuntum Kebaya Cream - SIZE: XL,Kuntum Kebaya Cream - SIZE: XL,Kuntum / Cream - XL,Kuntum / Cream,Kuntum - XL,13,,
6329,KTP 2.02.00-XXL,Kuntum Kebaya,Cream,XXL,KTP,Kuntum,KTP 2.02.00XXL,Kuntum Kebaya Cream - SIZE: XXL,Kuntum Kebaya Cream - SIZE: XXL,Kuntum / Cream - XXL,Kuntum / Cream,Kuntum - XXL,14,,
6330,KTP 2.04.00-XS,Kuntum Kebaya,Dark Blue,XS,KTP,Kuntum,KTP 2.04.00XS,Kuntum Kebaya Dark Blue - SIZE: XS,Kuntum Kebaya Dark Blue - SIZE: XS,Kuntum / Dark Blue - XS,Kuntum / Dark Blue,Kuntum - XS,13,,
6331,KTP 2.04.00-S,Kuntum Kebaya,Dark Blue,S,KTP,Kuntum,KTP 2.04.00S,Kuntum Kebaya Dark Blue - SIZE: S,Kuntum Kebaya Dark Blue - SIZE: S,Kuntum / Dark Blue - S,Kuntum / Dark Blue,Kuntum - S,12,,
6332,KTP 2.04.00-M,Kuntum Kebaya,Dark Blue,M,KTP,Kuntum,KTP 2.04.00M,Kuntum Kebaya Dark Blue - SIZE: M,Kuntum Kebaya Dark Blue - SIZE: M,Kuntum / Dark Blue - M,Kuntum / Dark Blue,Kuntum - M,12,,
6333,KTP 2.04.00-L,Kuntum Kebaya,Dark Blue,L,KTP,Kuntum,KTP 2.04.00L,Kuntum Kebaya Dark Blue - SIZE: L,Kuntum Kebaya Dark Blue - SIZE: L,Kuntum / Dark Blue - L,Kuntum / Dark Blue,Kuntum - L,12,,
6334,KTP 2.04.00-XL,Kuntum Kebaya,Dark Blue,XL,KTP,Kuntum,KTP 2.04.00XL,Kuntum Kebaya Dark Blue - SIZE: XL,Kuntum Kebaya Dark Blue - SIZE: XL,Kuntum / Dark Blue - XL,Kuntum / Dark Blue,Kuntum - XL,13,,
6335,KTP 2.04.00-XXL,Kuntum Kebaya,Dark Blue,XXL,KTP,Kuntum,KTP 2.04.00XXL,Kuntum Kebaya Dark Blue - SIZE: XXL,Kuntum Kebaya Dark Blue - SIZE: XXL,Kuntum / Dark Blue - XXL,Kuntum / Dark Blue,Kuntum - XXL,14,,
6336,KTP 2.05.00-XS,Kuntum Kebaya,Ocean Green,XS,KTP,Kuntum,KTP 2.05.00XS,Kuntum Kebaya Ocean Green - SIZE: XS,Kuntum Kebaya Ocean Green - SIZE: XS,Kuntum / Ocean Green - XS,Kuntum / Ocean Green,Kuntum - XS,13,,
6337,KTP 2.05.00-S,Kuntum Kebaya,Ocean Green,S,KTP,Kuntum,KTP 2.05.00S,Kuntum Kebaya Ocean Green - SIZE: S,Kuntum Kebaya Ocean Green - SIZE: S,Kuntum / Ocean Green - S,Kuntum / Ocean Green,Kuntum - S,12,,
6338,KTP 2.05.00-M,Kuntum Kebaya,Ocean Green,M,KTP,Kuntum,KTP 2.05.00M,Kuntum Kebaya Ocean Green - SIZE: M,Kuntum Kebaya Ocean Green - SIZE: M,Kuntum / Ocean Green - M,Kuntum / Ocean Green,Kuntum - M,12,,
6339,KTP 2.05.00-L,Kuntum Kebaya,Ocean Green,L,KTP,Kuntum,KTP 2.05.00L,Kuntum Kebaya Ocean Green - SIZE: L,Kuntum Kebaya Ocean Green - SIZE: L,Kuntum / Ocean Green - L,Kuntum / Ocean Green,Kuntum - L,12,,
6340,KTP 2.05.00-XL,Kuntum Kebaya,Ocean Green,XL,KTP,Kuntum,KTP 2.05.00XL,Kuntum Kebaya Ocean Green - SIZE: XL,Kuntum Kebaya Ocean Green - SIZE: XL,Kuntum / Ocean Green - XL,Kuntum / Ocean Green,Kuntum - XL,13,,
6341,KTP 2.05.00-XXL,Kuntum Kebaya,Ocean Green,XXL,KTP,Kuntum,KTP 2.05.00XXL,Kuntum Kebaya Ocean Green - SIZE: XXL,Kuntum Kebaya Ocean Green - SIZE: XXL,Kuntum / Ocean Green - XXL,Kuntum / Ocean Green,Kuntum - XXL,14,,
6342,KTP 2.06.00-XS,Kuntum Kebaya,Magenta Purple,XS,KTP,Kuntum,KTP 2.06.00XS,Kuntum Kebaya Magenta Purple - SIZE: XS,Kuntum Kebaya Magenta Purple - SIZE: XS,Kuntum / Magenta Purple - XS,Kuntum / Magenta Purple,Kuntum - XS,13,,
6343,KTP 2.06.00-S,Kuntum Kebaya,Magenta Purple,S,KTP,Kuntum,KTP 2.06.00S,Kuntum Kebaya Magenta Purple - SIZE: S,Kuntum Kebaya Magenta Purple - SIZE: S,Kuntum / Magenta Purple - S,Kuntum / Magenta Purple,Kuntum - S,12,,
6344,KTP 2.06.00-M,Kuntum Kebaya,Magenta Purple,M,KTP,Kuntum,KTP 2.06.00M,Kuntum Kebaya Magenta Purple - SIZE: M,Kuntum Kebaya Magenta Purple - SIZE: M,Kuntum / Magenta Purple - M,Kuntum / Magenta Purple,Kuntum - M,12,,
6345,KTP 2.06.00-L,Kuntum Kebaya,Magenta Purple,L,KTP,Kuntum,KTP 2.06.00L,Kuntum Kebaya Magenta Purple - SIZE: L,Kuntum Kebaya Magenta Purple - SIZE: L,Kuntum / Magenta Purple - L,Kuntum / Magenta Purple,Kuntum - L,12,,
6346,KTP 2.06.00-XL,Kuntum Kebaya,Magenta Purple,XL,KTP,Kuntum,KTP 2.06.00XL,Kuntum Kebaya Magenta Purple - SIZE: XL,Kuntum Kebaya Magenta Purple - SIZE: XL,Kuntum / Magenta Purple - XL,Kuntum / Magenta Purple,Kuntum - XL,13,,
6347,KTP 2.06.00-XXL,Kuntum Kebaya,Magenta Purple,XXL,KTP,Kuntum,KTP 2.06.00XXL,Kuntum Kebaya Magenta Purple - SIZE: XXL,Kuntum Kebaya Magenta Purple - SIZE: XXL,Kuntum / Magenta Purple - XXL,Kuntum / Magenta Purple,Kuntum - XXL,14,,
6348,KTP 2.07.00-XS,Kuntum Kebaya,Dusty Pink,XS,KTP,Kuntum,KTP 2.07.00XS,Kuntum Kebaya Dusty Pink - SIZE: XS,Kuntum Kebaya Dusty Pink - SIZE: XS,Kuntum / Dusty Pink - XS,Kuntum / Dusty Pink,Kuntum - XS,13,,
6349,KTP 2.07.00-S,Kuntum Kebaya,Dusty Pink,S,KTP,Kuntum,KTP 2.07.00S,Kuntum Kebaya Dusty Pink - SIZE: S,Kuntum Kebaya Dusty Pink - SIZE: S,Kuntum / Dusty Pink - S,Kuntum / Dusty Pink,Kuntum - S,12,,
6350,KTP 2.07.00-M,Kuntum Kebaya,Dusty Pink,M,KTP,Kuntum,KTP 2.07.00M,Kuntum Kebaya Dusty Pink - SIZE: M,Kuntum Kebaya Dusty Pink - SIZE: M,Kuntum / Dusty Pink - M,Kuntum / Dusty Pink,Kuntum - M,12,,
6351,KTP 2.07.00-L,Kuntum Kebaya,Dusty Pink,L,KTP,Kuntum,KTP 2.07.00L,Kuntum Kebaya Dusty Pink - SIZE: L,Kuntum Kebaya Dusty Pink - SIZE: L,Kuntum / Dusty Pink - L,Kuntum / Dusty Pink,Kuntum - L,12,,
6352,KTP 2.07.00-XL,Kuntum Kebaya,Dusty Pink,XL,KTP,Kuntum,KTP 2.07.00XL,Kuntum Kebaya Dusty Pink - SIZE: XL,Kuntum Kebaya Dusty Pink - SIZE: XL,Kuntum / Dusty Pink - XL,Kuntum / Dusty Pink,Kuntum - XL,13,,
6353,KTP 2.07.00-XXL,Kuntum Kebaya,Dusty Pink,XXL,KTP,Kuntum,KTP 2.07.00XXL,Kuntum Kebaya Dusty Pink - SIZE: XXL,Kuntum Kebaya Dusty Pink - SIZE: XXL,Kuntum / Dusty Pink - XXL,Kuntum / Dusty Pink,Kuntum - XXL,14,,
6355,KTP 2.09.00-XS,Kuntum Kebaya,Yellowish Brown,XS,KTP,Kuntum,KTP 2.09.00XS,Kuntum Kebaya Yellowish Brown - SIZE: XS,Kuntum Kebaya Yellowish Brown - SIZE: XS,Kuntum / Yellowish Brown - XS,Kuntum / Yellowish Brown,Kuntum - XS,13,,
6356,KTP 2.09.00-M,Kuntum Kebaya,Yellowish Brown,M,KTP,Kuntum,KTP 2.09.00M,Kuntum Kebaya Yellowish Brown - SIZE: M,Kuntum Kebaya Yellowish Brown - SIZE: M,Kuntum / Yellowish Brown - M,Kuntum / Yellowish Brown,Kuntum - M,12,,
6357,KTP 2.09.00-L,Kuntum Kebaya,Yellowish Brown,L,KTP,Kuntum,KTP 2.09.00L,Kuntum Kebaya Yellowish Brown - SIZE: L,Kuntum Kebaya Yellowish Brown - SIZE: L,Kuntum / Yellowish Brown - L,Kuntum / Yellowish Brown,Kuntum - L,12,,
6358,KTP 2.09.00-XL,Kuntum Kebaya,Yellowish Brown,XL,KTP,Kuntum,KTP 2.09.00XL,Kuntum Kebaya Yellowish Brown - SIZE: XL,Kuntum Kebaya Yellowish Brown - SIZE: XL,Kuntum / Yellowish Brown - XL,Kuntum / Yellowish Brown,Kuntum - XL,13,,
6359,KTP 2.09.00-XXL,Kuntum Kebaya,Yellowish Brown,XXL,KTP,Kuntum,KTP 2.09.00XXL,Kuntum Kebaya Yellowish Brown - SIZE: XXL,Kuntum Kebaya Yellowish Brown - SIZE: XXL,Kuntum / Yellowish Brown - XXL,Kuntum / Yellowish Brown,Kuntum - XXL,14,,
6360,KTP 2.11.00-XS,Kuntum Kebaya,Orange,XS,KTP,Kuntum,KTP 2.11.00XS,Kuntum Kebaya Orange - SIZE: XS,Kuntum Kebaya Orange - SIZE: XS,Kuntum / Orange - XS,Kuntum / Orange,Kuntum - XS,13,,
6361,KTP 2.11.00-S,Kuntum Kebaya,Orange,S,KTP,Kuntum,KTP 2.11.00S,Kuntum Kebaya Orange - SIZE: S,Kuntum Kebaya Orange - SIZE: S,Kuntum / Orange - S,Kuntum / Orange,Kuntum - S,12,,
6362,KTP 2.11.00-M,Kuntum Kebaya,Orange,M,KTP,Kuntum,KTP 2.11.00M,Kuntum Kebaya Orange - SIZE: M,Kuntum Kebaya Orange - SIZE: M,Kuntum / Orange - M,Kuntum / Orange,Kuntum - M,12,,
6363,KTP 2.11.00-L,Kuntum Kebaya,Orange,L,KTP,Kuntum,KTP 2.11.00L,Kuntum Kebaya Orange - SIZE: L,Kuntum Kebaya Orange - SIZE: L,Kuntum / Orange - L,Kuntum / Orange,Kuntum - L,12,,
6364,KTP 2.11.00-XL,Kuntum Kebaya,Orange,XL,KTP,Kuntum,KTP 2.11.00XL,Kuntum Kebaya Orange - SIZE: XL,Kuntum Kebaya Orange - SIZE: XL,Kuntum / Orange - XL,Kuntum / Orange,Kuntum - XL,13,,
6365,KTP 2.11.00-XXL,Kuntum Kebaya,Orange,XXL,KTP,Kuntum,KTP 2.11.00XXL,Kuntum Kebaya Orange - SIZE: XXL,Kuntum Kebaya Orange - SIZE: XXL,Kuntum / Orange - XXL,Kuntum / Orange,Kuntum - XXL,14,,
6366,KTP 2.09.00-S,Kuntum Kebaya,Yellowish Brown,S,KTP,Kuntum,KTP 2.09.00S,Kuntum Kebaya Yellowish Brown - SIZE: S,Kuntum Kebaya Yellowish Brown - SIZE: S,Kuntum / Yellowish Brown - S,Kuntum / Yellowish Brown,Kuntum - S,12,,
6369,SKD 1.03.00-S/M,Seri Kurung Kedah,Brick Red,S/M,SKD,Seri,SKD 1.03.00S/M,Seri Kurung Kedah Brick Red - SIZE: S/M,Seri Kurung Brick Red - SIZE: S/M,Seri / Brick Red - S/M,Seri / Brick Red,Seri - S/M,14,,
6370,SKD 1.03.00-L/XL,Seri Kurung Kedah,Brick Red,L/XL,SKD,Seri,SKD 1.03.00L/XL,Seri Kurung Kedah Brick Red - SIZE: L/XL,Seri Kurung Brick Red - SIZE: L/XL,Seri / Brick Red - L/XL,Seri / Brick Red,Seri - L/XL,15,,
6371,SKD 1.04.00-S/M,Seri Kurung Kedah,Dusty Blue,S/M,SKD,Seri,SKD 1.04.00S/M,Seri Kurung Kedah Dusty Blue - SIZE: S/M,Seri Kurung Dusty Blue - SIZE: S/M,Seri / Dusty Blue - S/M,Seri / Dusty Blue,Seri - S/M,14,,
6372,SKD 1.04.00-L/XL,Seri Kurung Kedah,Dusty Blue,L/XL,SKD,Seri,SKD 1.04.00L/XL,Seri Kurung Kedah Dusty Blue - SIZE: L/XL,Seri Kurung Dusty Blue - SIZE: L/XL,Seri / Dusty Blue - L/XL,Seri / Dusty Blue,Seri - L/XL,15,,
6373,SKD 1.05.00-S/M,Seri Kurung Kedah,Seaweed Green,S/M,SKD,Seri,SKD 1.05.00S/M,Seri Kurung Kedah Seaweed Green - SIZE: S/M,Seri Kurung Seaweed Green - SIZE: S/M,Seri / Seaweed Green - S/M,Seri / Seaweed Green,Seri - S/M,14,,
6374,SKD 1.05.00-L/XL,Seri Kurung Kedah,Seaweed Green,L/XL,SKD,Seri,SKD 1.05.00L/XL,Seri Kurung Kedah Seaweed Green - SIZE: L/XL,Seri Kurung Seaweed Green - SIZE: L/XL,Seri / Seaweed Green - L/XL,Seri / Seaweed Green,Seri - L/XL,15,,
6375,SKD 1.05.01-S/M,Seri Kurung Kedah,Ash Green,S/M,SKD,Seri,SKD 1.05.01S/M,Seri Kurung Kedah Ash Green - SIZE: S/M,Seri Kurung Ash Green - SIZE: S/M,Seri / Ash Green - S/M,Seri / Ash Green,Seri - S/M,14,,
6376,SKD 1.05.01-L/XL,Seri Kurung Kedah,Ash Green,L/XL,SKD,Seri,SKD 1.05.01L/XL,Seri Kurung Kedah Ash Green - SIZE: L/XL,Seri Kurung Ash Green - SIZE: L/XL,Seri / Ash Green - L/XL,Seri / Ash Green,Seri - L/XL,15,,
6377,SKD 1.06.00-S/M,Seri Kurung Kedah,Dusty Purple,S/M,SKD,Seri,SKD 1.06.00S/M,Seri Kurung Kedah Dusty Purple - SIZE: S/M,Seri Kurung Dusty Purple - SIZE: S/M,Seri / Dusty Purple - S/M,Seri / Dusty Purple,Seri - S/M,14,,
